"","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"8930",1.486,1.184,0.059,-0.939,-0.703,0.502,-1.43,0.747,1.567,0.858,3,38,7
"8931",0.342,-0.742,-1.124,-0.629,-0.687,0.132,0.5,0.396,-0.046,0.782,3,22,1
"8932",0.471,1.538,0.059,-0.225,-0.507,0.075,-1.234,-0.042,1.022,-0.02,3,23,2
"8933",0.095,-0.86,-0.769,-0.939,-0.769,0.597,0.533,-0.042,-0.307,0.224,3,13,2
"8934",1.35,1.147,-0.651,0.061,-0.214,0.749,-0.71,0.966,1.196,-0.69,3,22,1
"8935",1.51,0.784,-0.769,0.637,0.603,0.689,-0.383,1.273,1.087,-0.39,3,32,1
"8936",1.493,1.184,-0.059,-1.081,-0.834,0.524,-1.299,0.791,1.501,0.875,3,38,7
"8937",0.294,0.194,-1.361,-0.882,-0.883,-0.228,0.337,1.054,0.434,1.095,3,13,2
"8938",0.524,0.448,1.36,-0.51,-0.556,-0.125,-0.71,1.449,1,-0.424,3,13,2
"8939",1.201,0.802,-0.769,0.137,-1.21,0.835,-0.416,1.273,1.087,-0.937,3,22,1
"8940",1.225,1.129,-0.296,2.522,2.269,1.254,-1.037,0.966,1.414,0.455,3,31,1
"8941",1.218,-0.787,-1.361,0.204,-0.785,-0.65,0.402,0.484,0.107,0.286,1,23,1
"8942",0.741,-0.842,1.36,0.746,1.354,0.275,0.631,-2.104,-1.789,0.212,3,33,2
"8943",0.667,-1.196,0.296,0.965,0.897,0.308,-0.187,-1.051,-0.372,0.261,3,33,2
"8944",0.746,1.438,0.414,1.632,3.477,0.672,-1.626,0.002,1.305,0.022,3,33,1
"8945",1.508,1.311,-0.178,-0.939,-0.785,0.57,-1.136,0.615,1.305,0.91,3,38,7
"8946",1.247,-0.251,-0.887,0.194,-0.589,-0.541,0.73,0.703,-0.111,0.351,1,23,1
"8947",1.532,1.347,-0.296,-0.763,-0.622,0.59,-1.037,0.572,1.218,0.948,3,38,7
"8948",1.057,-0.479,0.65,1.175,2.007,1.315,1.22,-0.525,-1.353,0.4,3,33,1
"8949",0.492,0.039,-0.178,0.708,-0.442,0.023,0.697,1.01,-0.002,-0.305,3,13,2
"8950",1.532,1.511,-0.532,-0.653,-0.622,0.615,-0.808,0.352,0.935,0.945,3,38,7
"8951",1.275,-0.915,-0.178,1.889,3.134,1.54,0.533,-0.525,-0.612,0.439,3,32,1
"8952",0.624,1.311,1.597,0.513,0.538,0.206,-2.903,-0.349,1.872,-0.02,3,33,2
"8953",1.594,1.393,-0.532,-0.272,-0.197,0.632,-0.874,0.528,1.087,1.046,3,38,7
"8954",1.177,-0.469,0.65,1.284,2.628,1.425,1.22,-0.525,-1.331,0.483,3,32,1
"8955",1.268,-0.697,-1.479,-0.053,-0.654,-0.411,0.402,0.572,0.151,0.51,1,38,1
"8956",1.223,-1.151,-1.006,-0.51,-0.752,-0.682,0.173,0.177,0.129,0.413,1,23,1
"8957",0.466,-0.197,-1.597,0.965,-0.622,0.116,0.37,0.835,0.303,-0.284,3,23,2
"8958",1.158,0.375,-0.532,-0.31,-1.046,1.01,0.141,1.361,0.673,-1.069,3,23,1
"8959",1.139,-0.551,-0.296,-0.629,-0.687,-0.885,0.926,0.002,-0.656,0.404,1,22,1
"8960",1.129,0.312,-0.178,-0.367,-0.85,1.04,0.173,1.361,0.586,-1.079,3,32,1
"8961",1.151,-0.388,-0.296,-0.677,-0.605,-0.861,0.991,0.265,-0.59,0.434,1,22,1
"8962",1.56,0.039,-0.178,0.637,-0.099,0.881,0.697,1.01,-0.002,0.264,3,32,1
"8963",0.459,-0.479,-0.296,-0.072,0.358,0.383,0.991,0.089,-0.677,0.207,3,31,2
"8964",0.792,-1.151,0.177,1.746,0.783,0.36,-0.023,-0.919,-0.394,0.919,3,24,1
"8965",0.466,-1.051,1.005,0.147,0.391,-0.048,0.042,-1.84,-1.091,1.179,3,24,1
"8966",0.184,1.484,0.059,-0.763,-0.409,0.359,-1.299,0.089,1.131,-0.057,3,33,1
"8967",0.358,-1.187,0.65,-0.567,-0.181,-0.25,-0.318,-1.446,-0.547,1.354,3,24,1
"8968",1.05,-0.869,-0.769,-0.444,-0.965,-1.035,0.5,0.045,-0.242,0.565,1,22,1
"8969",0.452,-1.187,-0.414,0.275,-0.72,0.208,0.01,-0.349,-0.067,-0.496,3,23,1
"8970",0.852,-1.078,0.65,1.851,1.076,0.384,0.075,-1.402,-0.808,0.956,3,24,1
"8971",0.655,-0.706,0.532,0.842,1.713,0.068,0.959,-0.919,-1.288,1.145,3,33,1
"8972",0.193,1.175,0.414,-0.763,-0.409,0.314,-1.659,0.703,1.676,-0.087,3,13,2
"8973",0.758,-1.351,-0.414,-0.939,-0.36,0.583,-0.252,-0.218,0.216,-0.532,3,23,1
"8974",0.325,1.556,0.532,0.137,0.554,0.295,-1.528,-0.305,1.044,-0.214,3,33,1
"8975",0.389,1.347,-0.178,0.737,1.027,0.307,-1.168,0.528,1.262,-0.275,3,33,1
"8976",1.294,0.621,-1.124,-0.072,-0.295,1.112,-0.056,1.229,0.826,-0.639,3,23,1
"8977",1.484,-0.142,-0.414,-0.248,-0.622,0.997,0.86,0.747,-0.242,0.436,3,32,1
"8978",0.689,-0.36,0.296,-0.763,-0.638,1.155,1.188,-0.042,-1.004,0.768,3,23,2
"8979",0.583,-1.069,0.414,0.637,1.354,-0.018,0.141,-1.139,-0.677,1.252,3,24,1
"8980",1.072,-1.123,-0.651,-0.044,-0.997,-0.989,0.173,-0.13,-0.046,0.647,1,22,1
"8981",0.804,1.366,0.769,0.194,0.374,0.795,-2.019,0.002,1.545,0.869,3,24,1
"8982",0.782,1.593,-0.296,-0.51,-0.197,0.552,-0.841,0.133,0.848,-0.587,3,23,1
"8983",1.113,-1.078,-0.887,0.094,-1.046,-0.909,0.271,0.089,-0.002,0.699,1,22,1
"8984",0.471,-1.296,0.296,-0.367,0.587,-0.387,-0.481,-1.007,-0.089,1.603,3,24,1
"8985",1.278,-1.332,-0.769,-0.367,-0.769,-0.448,-0.121,0.045,0.281,0.81,1,38,1
"8986",0.356,1.22,2.07,-0.225,0.701,0.202,-3.491,-0.349,2.155,-0.277,3,13,2
"8987",0.955,1.229,-0.059,-0.796,-0.507,0.804,-1.266,0.747,1.436,-0.882,3,24,1
"8988",1.333,0.421,0.532,0.585,0.097,1.15,-0.285,1.493,0.87,-0.373,3,32,2
"8989",1.354,0.212,0.296,0.456,0.244,1.14,0.37,1.273,0.303,-0.325,3,32,2
"8990",0.978,-0.151,-1.479,0.332,1.142,0.398,0.402,0.835,0.281,-0.373,3,32,1
"8991",0.698,-0.306,-0.769,-1.081,-0.834,1.254,0.795,0.615,-0.198,0.894,3,23,1
"8992",0.667,-0.787,-1.361,-0.882,-0.834,1.097,0.402,0.484,0.107,0.914,3,23,1
"8993",1.201,-0.742,1.597,0.685,2.66,1.595,0.893,-2.147,-2.094,0.934,3,33,1
"8994",0.538,1.502,-0.651,0.632,0.031,0.007,-0.677,0.44,0.913,-0.838,3,31,2
"8995",0.813,0.766,0.532,2.455,3.722,0.226,-1.266,1.449,1.632,-0.608,3,13,2
"8996",0.847,1.438,1.242,-0.125,0.505,0.906,-2.477,-0.569,1.48,1.061,3,33,1
"8997",0.787,1.42,0.769,-0.444,-0.018,0.999,-1.954,-0.13,1.436,1.071,3,24,1
"8998",0.337,-1.114,-0.296,-1.081,-0.834,0.042,0.141,-0.525,-0.285,-0.118,3,31,2
"8999",1.421,-1.169,-0.651,-0.51,-0.703,1.246,0.108,-0.174,-0.024,0.576,3,38,1
"9000",1.11,1.602,1.124,0.908,2.301,0.758,-2.019,-1.007,0.957,1.153,3,33,1
"9001",0.619,1.802,-0.296,0.489,1.599,-0.513,-0.547,-0.218,0.434,1.782,3,24,1
"9002",0.907,-0.869,-1.361,-0.367,-0.638,-0.999,0.37,0.44,0.129,0.633,1,23,1
"9003",0.449,-0.715,-0.769,-0.491,-0.556,0.032,0.664,0.133,-0.329,0.017,3,31,1
"9004",1.115,0.948,-0.769,0.775,0.015,0.82,-0.514,1.142,1.131,-0.604,3,24,1
"9005",1.108,-0.415,1.597,0.351,2.024,1.566,1.351,-1.139,-2.007,1.091,3,33,1
"9006",0.641,-1.296,-0.178,1.632,0.734,-0.175,-0.252,-0.437,0.063,-0.988,3,31,1
"9007",0.397,1.82,-0.532,-0.796,-0.834,-0.026,-0.383,-0.042,0.434,-0.139,3,32,2
"9008",1.381,1.247,-0.769,-0.491,-0.491,1.31,-0.677,0.835,1.109,0.383,3,32,1
"9009",0.715,-1.423,-1.006,-0.882,-0.916,1.26,-0.154,0.265,0.412,1.141,3,23,1
"9010",0.883,-0.079,-0.296,-0.796,-0.801,-0.931,0.828,0.835,-0.155,0.578,1,23,1
"9011",0.346,-0.76,0.65,-0.477,-0.867,-0.048,0.86,-1.183,-1.375,-0.247,3,33,2
"9012",0.263,0.83,0.059,-0.072,0.015,-0.041,-1.037,1.361,1.545,-0.563,3,13,2
"9013",1.062,0.493,-0.651,0.723,0.015,0.66,-0.023,1.361,0.826,-0.576,3,24,2
"9014",1.091,0.248,-0.178,0.204,-0.148,0.856,0.337,1.317,0.456,-0.47,3,32,2
"9015",0.727,-1.296,-1.006,-0.796,-0.834,1.287,0.01,0.221,0.281,1.166,3,23,1
"9016",0.883,-0.315,-0.296,-0.939,-0.801,-0.909,0.991,0.396,-0.547,0.57,1,23,1
"9017",0.892,-0.106,-0.414,-0.444,-0.605,-0.969,0.828,0.835,-0.155,0.354,1,22,1
"9018",0.794,-1.405,-0.059,0.937,2.791,-0.672,-0.579,-0.525,0.259,1.453,3,24,2
"9019",0.931,0.194,-0.296,1.446,-0.067,0.303,0.402,1.229,0.347,-0.513,3,32,2
"9020",1.565,-0.242,1.478,0.275,2.007,1.546,1.286,-0.481,-1.593,1.47,3,39,7
"9021",1.469,0.057,1.005,0.204,1.354,1.603,0.697,0.791,-0.372,1.417,3,39,7
"9022",0.574,-0.851,0.414,-0.272,-0.622,-0.085,0.664,-1.095,-1.113,-0.082,3,33,1
"9023",0.301,-0.824,1.242,-0.353,0.276,-0.115,0.697,-1.884,-1.723,-0.336,3,33,2
"9024",0.787,1.066,0.532,1.375,3.526,0.023,-1.692,0.922,1.785,-0.856,3,13,2
"9025",0.916,0.112,-0.178,1.775,0.717,0.176,0.566,1.142,0.151,-0.517,3,32,2
"9026",1.639,-0.106,-0.059,0.737,2.367,1.491,0.926,0.747,-0.351,1.578,3,39,7
"9027",1.558,-0.297,-1.361,0.004,-0.001,-0.074,0.533,0.747,0.129,1.292,1,40,7
"9028",0.856,0.176,-1.124,-0.939,-0.899,-0.841,0.37,1.098,0.412,0.457,1,23,1
"9029",0.672,-1.069,-0.059,0.032,-0.083,-0.083,0.206,-0.744,-0.481,-0.186,3,32,1
"9030",1.014,0.512,0.059,0.204,-0.018,0.58,-0.318,1.536,1.022,-0.47,3,32,2
"9031",1.127,1.038,-0.414,-0.882,-0.736,1.105,-0.874,1.098,1.349,-0.101,3,23,1
"9032",1.634,-0.197,0.059,0.746,2.334,1.501,1.057,0.484,-0.59,1.615,3,39,7
"9033",0.761,1.683,-1.124,-1.081,-0.834,1.327,-0.219,0.484,0.586,1.274,3,23,1
"9034",1.034,-1.042,-0.532,2.779,0.048,0.518,0.304,-0.262,-0.242,1.464,3,31,1
"9035",0.808,0.275,-0.769,0.456,-0.54,-0.54,0.271,1.229,0.521,1.551,3,31,1
"9036",0.82,0.339,-1.479,0.656,-0.442,-0.667,0.206,1.054,0.543,1.372,3,31,2
"9037",1.543,0.23,-1.006,0.323,-0.018,-0.119,0.337,1.186,0.456,1.292,1,38,7
"9038",1.536,-0.088,-0.769,0.456,-0.05,-0.156,0.697,0.879,0.02,1.275,1,38,7
"9039",1.527,0.039,-0.887,0.489,0.391,-0.193,0.566,1.01,0.194,1.26,1,38,7
"9040",1.512,0.112,-1.124,0.489,0.293,-0.247,0.435,1.054,0.347,1.239,1,38,7
"9041",1.484,0.648,-1.242,0.708,0.031,1.453,-0.023,1.142,0.782,0.593,3,38,7
"9042",1.546,0.866,-1.242,1.175,0.048,1.45,-0.187,1.098,0.891,0.722,3,40,7
"9043",1.62,-0.26,-0.059,0.661,2.236,1.521,1.057,0.396,-0.612,1.639,3,39,7
"9044",1.113,1.266,1.478,0.708,2.056,0.98,-2.804,-0.086,1.937,1.354,3,33,1
"9045",1.014,-1.105,-0.651,2.403,-0.083,0.461,0.206,-0.174,-0.111,1.518,3,31,1
"9046",1.618,-0.333,-0.887,-0.353,-0.083,0.125,0.762,0.615,-0.155,1.434,1,40,7
"9047",1.524,-0.033,-0.532,0.351,0.374,-0.143,0.697,0.922,-0.002,1.301,1,38,7
"9048",0.84,0.13,-1.242,-0.796,-0.883,-0.842,0.37,1.054,0.39,0.261,1,23,1
"9049",0.562,0.702,2.07,0.546,1.893,-0.087,-2.281,1.186,1.894,-0.917,3,13,2
"9050",0.861,-0.124,-1.124,1.746,0.162,0.134,0.599,0.879,0.129,-0.545,3,32,2
"9051",0.883,0.512,-0.414,0.323,-0.393,0.333,-0.154,1.449,0.935,-0.636,3,32,2
"9052",1.388,0.884,-1.006,0.494,-0.622,1.469,-0.318,1.142,1,0.407,3,32,1
"9053",1.543,0.866,-1.124,1.313,0.129,1.472,-0.252,1.142,0.935,0.701,3,40,7
"9054",1.694,-0.415,0.532,0.965,2.742,1.513,1.253,-0.349,-1.244,1.702,3,39,7
"9055",1.479,-0.042,2.661,-0.072,1.419,1.603,0.73,-0.481,-1.549,1.592,3,33,7
"9056",1.18,-0.515,-1.479,1.546,2.644,0.856,0.468,0.659,0.151,1.407,3,31,1
"9057",0.842,-0.106,-1.479,-1.081,-0.834,-0.783,0.402,0.879,0.303,0.344,1,23,1
"9058",0.78,1.802,-0.769,0.637,0.162,-0.068,-0.318,0.133,0.477,-0.407,3,32,2
"9059",0.909,0.057,-0.769,2.489,0.668,0.032,0.566,1.054,0.216,-0.735,3,32,2
"9060",1.393,0.939,-0.769,0.323,-0.589,1.491,-0.547,1.186,1.153,0.394,3,32,1
"9061",1.654,-0.469,1.124,0.775,2.464,1.543,1.319,-0.919,-1.723,1.713,3,39,7
"9062",1.5,-0.242,2.07,0.032,1.419,1.602,1.253,-0.919,-2.007,1.64,3,33,7
"9063",1.242,0.103,2.78,-0.51,-0.197,1.689,0.141,0.045,-0.852,1.554,3,33,7
"9064",1.127,-0.687,-1.242,2.355,2.367,0.711,0.5,0.484,0.02,1.477,3,31,1
"9065",0.907,-1.296,-0.651,0.685,-0.23,-0.094,-0.088,-0.086,0.194,1.799,3,31,1
"9066",1.534,-0.061,0.769,0.094,-0.605,0.069,0.959,0.572,-0.656,1.442,1,40,7
"9067",1.517,-0.052,0.769,0.137,-0.671,0.051,0.959,0.572,-0.634,1.433,1,40,7
"9068",0.787,1.72,-0.887,0.746,0.162,-0.066,-0.318,0.308,0.565,-0.451,3,32,2
"9069",0.617,-0.415,0.414,-0.567,-0.524,-0.183,1.22,-0.218,-1.135,-0.11,3,33,1
"9070",0.61,1.783,0.532,-0.367,0.064,-0.229,-1.07,-0.876,0.412,-0.244,3,32,2
"9071",1.002,0.23,-1.361,-0.939,-0.867,0.812,0.304,1.098,0.477,-0.245,3,23,1
"9072",1.165,0.984,-0.651,-0.177,-0.377,1.108,-0.71,1.142,1.262,0.034,3,23,1
"9073",1.496,0.657,-0.887,0.746,0.015,1.529,-0.187,1.273,0.935,0.59,3,38,7
"9074",1.697,-0.433,0.059,0.999,2.758,1.546,1.122,0.002,-0.852,1.763,3,39,7
"9075",1.591,-0.36,-0.178,0.456,2.04,1.583,1.024,0.265,-0.634,1.712,3,39,7
"9076",1.175,0.194,1.715,-0.653,-0.475,1.755,0.141,0.922,-0.024,1.542,3,33,7
"9077",1.172,0.148,1.478,-0.653,-0.393,1.767,0.337,0.879,-0.198,1.533,3,33,7
"9078",0.847,-0.869,-1.361,-0.677,-0.801,-0.728,0.37,0.44,0.129,0.329,1,23,1
"9079",0.792,1.22,-0.532,1.808,0.195,-0.125,-0.907,0.835,1.262,-0.667,3,31,2
"9080",0.583,-0.978,1.478,0.07,0.031,-0.252,0.173,-2.323,-1.549,-0.33,3,32,2
"9081",1.05,1.193,-0.887,-0.796,-0.687,0.892,-0.579,0.879,1.066,-0.148,3,23,1
"9082",1.385,0.866,-1.006,0.07,-0.638,1.469,-0.285,1.142,0.978,0.346,3,32,1
"9083",1.436,0.484,-0.769,0.07,-0.295,1.541,-0.023,1.361,0.804,0.472,3,38,7
"9084",1.637,-0.524,1.124,0.685,2.35,1.585,1.286,-1.095,-1.767,1.761,3,39,7
"9085",1.601,-0.506,0.414,0.546,2.105,1.594,1.188,-0.481,-1.222,1.749,3,39,7
"9086",1.385,-0.36,2.661,-0.248,0.636,1.653,1.286,-2.016,-2.943,1.678,3,33,7
"9087",1.505,-0.088,0.059,0.275,-0.883,0.132,0.893,0.747,-0.351,1.513,1,40,7
"9088",1.199,-0.042,0.296,0.347,-0.916,-0.445,0.893,0.791,-0.351,1.13,1,22,1
"9089",0.574,-0.142,-0.532,0.237,0.031,-1.088,0.828,0.791,-0.176,-0.01,1,23,1
"9090",1.484,0.784,-0.769,0.585,-0.067,1.574,-0.383,1.273,1.066,0.547,3,38,7
"9091",1.529,0.784,-0.651,1.227,0.244,1.552,-0.448,1.317,1.131,0.635,3,40,7
"9092",1.582,-0.533,-0.059,0.375,1.975,1.624,1.024,-0.13,-0.852,1.761,3,39,7
"9093",1.127,-0.27,-1.124,-0.939,-0.867,1.759,0.664,0.703,-0.002,1.621,3,33,7
"9094",0.986,-0.415,0.532,-0.653,-0.769,1.798,1.22,-0.262,-1.179,1.469,3,22,1
"9095",0.868,1.783,-0.059,-0.677,-0.638,1.425,-0.71,-0.349,0.456,1.435,3,24,1
"9096",1.524,-0.488,1.36,0.07,1.583,1.663,1.319,-1.183,-1.919,1.762,3,33,7
"9097",1.23,-0.279,1.005,-0.763,-0.426,1.724,1.286,-0.262,-1.353,1.695,3,33,7
"9098",1.134,-0.578,-0.769,-1.081,-0.834,1.767,0.795,0.221,-0.372,1.655,3,22,7
"9099",0.729,0.493,0.769,1.222,3.052,-0.153,-0.612,1.536,1.109,-1.08,3,13,2
"9100",1.402,0.257,-0.178,-0.51,-0.524,1.514,0.271,1.317,0.477,0.344,3,38,7
"9101",1.488,1.093,-1.242,0.589,-0.034,1.621,-0.285,0.966,0.891,0.523,3,38,7
"9102",1.515,-0.488,1.478,0.061,1.517,1.684,1.319,-1.358,-2.072,1.786,3,33,7
"9103",1.091,0.003,-1.361,-0.939,-0.899,1.832,0.435,0.966,0.303,1.645,3,22,7
"9104",1.081,-0.006,-0.887,-0.939,-0.932,1.867,0.599,0.966,0.151,1.62,3,22,7
"9105",0.842,-0.815,-1.242,-0.272,-0.818,-0.672,0.468,0.396,-0.002,0.133,1,23,1
"9106",1.409,0.875,-0.887,-0.367,-0.573,1.573,-0.383,1.186,1.066,0.383,3,38,7
"9107",1.567,-0.442,0.532,0.351,1.877,1.686,1.22,-0.349,-1.222,1.835,3,39,7
"9108",1.101,-0.996,-0.178,-0.796,-1.046,1.829,0.37,-0.569,-0.503,1.688,3,22,7
"9109",0.928,-0.687,-0.769,-1.081,-0.834,1.77,0.697,0.133,-0.372,1.543,3,22,1
"9110",0.751,-0.606,-1.715,0.332,-1.438,-0.797,0.304,0.747,0.325,0.005,1,23,1
"9111",1.484,1.129,-1.242,0.375,-0.067,1.664,-0.318,0.966,0.891,0.464,3,38,7
"9112",1.378,-0.506,2.543,-0.177,0.587,1.744,1.253,-2.498,-2.943,1.814,3,33,7
"9113",1.194,-1.223,-0.769,2.451,0.538,0.808,0.042,-0.042,0.107,1.65,3,31,1
"9114",1.709,-0.397,0.887,0.799,0.309,0.384,1.319,-0.525,-1.484,1.749,1,40,7
"9115",1.445,-0.76,-1.124,-0.177,-0.328,0.142,0.533,0.308,-0.089,1.611,1,38,7
"9116",0.928,1.665,-1.361,-0.939,-0.769,-0.579,-0.088,0.615,0.586,0.421,1,22,1
"9117",0.844,1.12,-1.361,-1.081,-0.834,0.275,-0.252,0.922,0.848,-0.837,3,23,1
"9118",1.206,0.766,-1.124,0.332,-0.654,1.142,-0.219,1.186,0.935,0.05,3,23,1
"9119",1.45,1.066,-0.651,-0.072,-0.295,1.601,-0.743,1.054,1.24,0.39,3,38,7
"9120",0.801,-0.161,-1.361,-0.653,-0.899,-0.193,0.5,0.835,0.194,1.572,3,23,1
"9121",1.838,-0.424,1.952,0.799,1.191,0.473,1.351,-1.49,-2.29,1.823,1,40,7
"9122",1.45,-0.633,-0.887,-0.215,-0.295,0.156,0.664,0.308,-0.22,1.637,1,38,7
"9123",1.354,-0.315,-1.006,-0.939,-0.85,0.02,0.664,0.659,-0.046,1.571,1,38,7
"9124",0.514,0.548,1.124,0.456,1.583,-0.251,-0.972,1.536,1.305,-1.21,3,13,2
"9125",1.333,-0.669,0.177,-0.168,0.276,1.795,0.959,-0.569,-1.026,1.853,3,33,7
"9126",0.923,1.747,0.177,-0.444,-0.36,1.571,-0.939,-0.525,0.543,1.601,3,24,1
"9127",1.91,-0.415,2.188,0.918,1.681,0.524,1.351,-1.753,-2.486,1.872,1,40,7
"9128",1.359,-0.551,-0.887,-1.081,-0.834,0.051,0.697,0.396,-0.22,1.605,1,38,7
"9129",0.883,0.23,-1.006,-0.367,-0.589,-0.546,0.337,1.142,0.456,0.228,1,22,1
"9130",0.224,-0.942,0.769,0.032,-0.36,-0.429,0.435,-1.533,-1.179,-0.758,3,33,2
"9131",1.172,-1.369,-0.769,0.323,-0.165,1.029,-0.154,0.133,0.325,-0.036,3,23,1
"9132",1.151,1.438,0.769,0.98,1.501,1.235,-1.954,-0.218,1.392,1.645,3,24,1
"9133",0.868,-0.188,-0.296,-0.677,-0.605,0,0.893,0.659,-0.329,1.525,3,33,1
"9134",0.78,-0.606,-1.361,-0.939,-0.867,-0.218,0.468,0.572,0.085,1.519,3,23,1
"9135",1.809,-0.433,1.715,1.061,0.93,0.497,1.351,-1.314,-2.094,1.871,1,40,7
"9136",0.974,-0.042,-1.006,0.032,-0.85,-0.44,0.566,0.922,0.151,0.737,1,23,1
"9137",0.931,-0.106,-1.006,-0.444,-0.752,-0.501,0.599,0.879,0.129,0.428,1,22,1
"9138",0.72,1.275,-0.296,2.346,-0.687,-0.349,-1.07,0.703,1.305,-0.619,3,23,2
"9139",1.402,1.111,-0.769,-0.444,-0.622,1.507,-0.612,1.01,1.131,0.274,3,32,1
"9140",1.613,-0.46,0.177,0.513,-0.409,0.378,1.122,-0.13,-0.961,1.814,1,40,7
"9141",1.467,-0.806,-1.006,0.094,-0.181,0.234,0.533,0.177,-0.176,1.733,1,38,7
"9142",1.421,-0.86,-0.887,-0.444,-0.491,0.165,0.5,0.089,-0.22,1.696,1,38,7
"9143",0.31,-1.051,1.005,0.323,0.244,-0.475,0.042,-1.797,-1.091,-0.741,3,33,2
"9144",0.674,0.848,0.296,1.551,0.423,-0.263,-1.168,1.361,1.61,-1.01,3,13,2
"9145",0.72,-0.006,-0.532,0.637,-0.034,-0.144,0.697,0.966,0.02,-0.794,3,13,1
"9146",1.488,1.284,-0.769,0.408,-0.034,1.608,-0.677,0.791,1.087,0.363,3,38,7
"9147",1.642,-0.288,0.65,-0.248,0.342,1.759,1.253,-0.042,-1.113,2.054,3,33,7
"9148",1.481,-0.878,-0.769,0.275,-0.083,0.266,0.5,0.002,-0.263,1.767,1,38,7
"9149",1.472,-0.878,-0.887,0.137,-0.148,0.249,0.5,0.089,-0.198,1.758,1,38,7
"9150",1.462,-0.824,-0.651,0.004,-0.214,0.232,0.599,-0.042,-0.372,1.749,1,38,7
"9151",1.402,-0.706,-0.651,-0.567,-0.622,0.148,0.697,0.045,-0.394,1.665,1,38,7
"9152",0.756,-0.033,-0.178,-0.31,-1.389,-0.678,0.795,0.879,-0.155,-0.042,1,22,1
"9153",0.837,1.574,1.478,1.722,0.113,-0.315,-2.379,-1.183,1.066,-0.506,3,33,2
"9154",1.189,0.775,-1.242,-0.367,-0.638,1.101,-0.121,1.142,0.826,-0.062,3,23,1
"9155",1.735,-0.07,0.414,0.07,0.26,1.735,0.959,0.659,-0.481,2.155,3,33,7
"9156",0.825,-1.205,-0.887,-0.882,-0.801,-0.07,0.075,0.045,0.129,1.436,3,23,1
"9157",1.903,-0.506,2.188,1.061,1.566,0.59,1.286,-2.191,-2.638,1.981,1,40,7
"9158",1.452,-0.86,-0.651,-0.053,-0.279,0.229,0.566,-0.13,-0.372,1.758,1,38,7
"9159",1.441,-0.851,-0.769,-0.168,-0.36,0.213,0.533,0.089,-0.242,1.733,1,38,7
"9160",0.847,-0.052,-1.006,-0.248,-0.834,-0.509,0.599,0.922,0.129,0.15,1,22,1
"9161",0.758,-0.07,0.059,-0.477,-1.357,-0.653,0.893,0.791,-0.307,-0.032,1,22,1
"9162",1.239,0.784,-0.414,-0.939,-0.785,1.247,-0.612,1.361,1.262,0.02,3,32,1
"9163",1.46,-0.379,-0.178,-0.567,-0.834,1.86,1.057,0.221,-0.699,2.021,3,33,7
"9164",1.436,-0.479,0.414,-0.477,-0.932,1.869,1.188,-0.393,-1.2,2.011,3,33,7
"9165",1.235,1.574,0.059,1.613,1.909,1.225,-1.168,-0.086,0.935,1.759,3,40,2
"9166",1.658,-0.451,0.177,0.266,-0.099,0.472,1.155,-0.13,-1.004,1.922,1,38,7
"9167",1.553,-0.451,-0.296,0.061,-0.818,0.383,0.991,0.177,-0.634,1.867,1,38,7
"9168",1.472,-0.951,-0.651,0.147,-0.148,0.261,0.435,-0.086,-0.242,1.775,1,38,7
"9169",1.053,-0.542,0.059,-0.882,-0.736,-0.245,1.057,-0.218,-0.917,0.944,1,22,1
"9170",1.541,1.411,-0.651,0.832,0.325,1.61,-0.776,0.572,1.044,0.344,3,38,7
"9171",1.773,0.057,0.887,-0.125,0.521,1.739,0.697,0.835,-0.329,2.284,3,33,7
"9172",1.67,-0.042,0.769,-0.177,-0.181,1.785,0.926,0.615,-0.59,2.189,3,33,7
"9173",1.311,-1.033,-0.532,1.208,1.289,0.783,0.304,-0.262,-0.263,1.642,3,32,7
"9174",1.567,-0.606,-0.178,-0.072,-0.72,0.414,0.959,-0.174,-0.786,1.904,1,38,7
"9175",1.395,-0.488,-0.296,-0.177,-0.671,0.195,0.991,0.089,-0.699,1.637,1,38,7
"9176",1.371,-0.197,-0.532,-0.225,-0.834,0.164,0.86,0.703,-0.242,1.585,1,38,7
"9177",0.677,-0.233,-1.361,0.642,-1.928,-0.818,0.5,0.791,0.194,-0.2,1,23,1
"9178",0.571,-0.869,-1.242,-0.444,-0.426,-1.158,0.402,0.352,0.02,-0.347,1,22,1
"9179",0.966,-0.924,-0.769,0.937,0.995,-0.322,0.435,0.002,-0.198,-0.352,3,32,2
"9180",0.916,-0.742,1.005,0.656,0.652,-0.3,0.926,-1.49,-1.636,-0.312,3,32,1
"9181",0.547,0.857,0.887,1.261,1.73,-0.376,-1.692,1.273,1.85,-1.127,3,13,2
"9182",0.993,0.303,-1.006,-0.939,-0.801,0.644,0.239,1.229,0.543,-0.381,3,23,1
"9183",1.606,-0.151,0.059,-0.353,0.097,1.829,0.991,0.615,-0.503,2.175,3,33,7
"9184",1.22,1.529,0.65,1.375,1.762,1.367,-1.757,-0.437,1.153,1.797,3,24,7
"9185",1.347,-1.26,-0.059,1.36,0.603,0.954,-0.219,-0.612,-0.046,1.713,3,32,7
