"","X","Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
"7059",7059,1.615,-0.951,0.769,-0.629,-1.03,1.276,0.402,-1.533,-1.179,0.983,"W1","S37","C7"
"7060",7060,1.733,-0.588,-0.059,0.842,1.893,1.942,0.991,-0.218,-0.874,-0.616,"W1","S40","C7"
"7061",7061,0.181,1.329,2.188,0.347,2.089,-0.388,-3.557,-0.919,1.915,0.067,"W3","S33","C2"
"7062",7062,0.464,1.502,0.059,1.632,4.016,-0.218,-1.234,0.089,1.087,0.285,"W3","S33","C2"
"7063",7063,0.852,1.375,-0.651,-0.444,-0.295,-0.252,-0.743,0.615,1.044,1.346,"W3","S31","C2"
"7064",7064,0.976,-0.324,-0.532,-0.763,-0.573,0.632,0.926,0.484,-0.416,0.138,"W3","S31","C1"
"7065",7065,0.5,-1.378,-0.769,0.032,-0.344,0.118,-0.187,0.045,0.325,1.169,"W3","S32","C2"
"7066",7066,-0.051,1.647,-0.414,-0.677,-0.638,-0.119,-0.71,0.089,0.739,-0.223,"W3","S10","C5"
"7067",7067,-0.271,-0.106,-0.178,-0.939,-1.03,-0.389,0.86,0.791,-0.263,-0.687,"W3","S2","C5"
"7068",7068,-0.278,0.13,-0.769,-1.081,-0.834,-0.408,0.468,1.142,0.303,-0.69,"W3","S2","C5"
"7069",7069,-0.274,1.683,-1.361,0.061,-0.899,-0.555,-0.121,0.572,0.565,-0.673,"W3","S17","C5"
"7070",7070,-0.228,-1.341,-0.769,0.589,0.897,-0.835,-0.121,0.089,0.303,-0.267,"W3","S2","C3"
"7071",7071,-0.59,-0.978,-1.361,-0.939,-0.867,-1.111,0.304,0.396,0.129,0.006,"W3","S10","C6"
"7072",7072,1.606,-0.887,1.005,-0.796,-1.095,1.26,0.533,-1.797,-1.484,0.949,"W1","S37","C7"
"7073",7073,1.575,-0.878,1.005,-0.882,-0.769,1.266,0.566,-1.709,-1.462,0.923,"W1","S37","C7"
"7074",7074,0.61,-0.833,-0.532,-0.763,-0.965,0.721,0.599,-0.13,-0.416,0.655,"W3","S23","C1"
"7075",7075,-0.032,-1.187,-0.532,-0.653,-0.752,-0.125,0.042,-0.262,-0.046,-0.201,"W3","S10","C5"
"7076",7076,-0.041,1.765,-0.769,-0.629,-0.671,-0.107,-0.35,0.177,0.521,-0.232,"W3","S10","C5"
"7077",7077,0.035,1.693,-0.059,-0.177,0.031,-0.035,-0.874,-0.218,0.673,-0.324,"W3","S11","C5"
"7078",7078,-0.013,-0.497,-0.296,0.918,-1.095,-0.129,0.991,0.089,-0.677,-0.427,"W3","S11","C3"
"7079",7079,-0.286,-0.052,-0.414,-0.939,-0.867,-0.377,0.795,0.879,-0.111,-0.66,"W3","S2","C5"
"7080",7080,-0.288,0.312,-0.887,-1.081,-0.834,-0.395,0.239,1.229,0.565,-0.663,"W3","S17","C5"
"7081",7081,-0.276,0.394,-1.242,-0.796,-0.916,-0.433,0.173,1.142,0.608,-0.665,"W3","S17","C3"
"7082",7082,-0.269,-1.133,-0.887,0.632,-0.867,-0.605,0.173,0.045,0.042,-0.614,"W3","S11","C3"
"7083",7083,-0.238,1.82,-1.479,0.965,0.75,-0.787,0.01,0.572,0.477,-0.352,"W3","S2","C3"
"7084",7084,-0.539,-0.915,-0.296,-0.939,-0.883,-1.008,0.5,-0.437,-0.525,0.072,"W3","S10","C6"
"7085",7085,-0.571,-0.678,-1.124,-0.939,-0.899,-1.053,0.566,0.396,-0.067,0.025,"W3","S10","C6"
"7086",7086,1.515,1.62,-1.479,-0.31,-0.458,1.306,-0.056,0.659,0.586,0.68,"W1","S35","C7"
"7087",7087,0.78,-0.442,-0.296,-0.939,-1.046,0.702,0.991,0.177,-0.612,0.382,"W3","S31","C1"
"7088",7088,-0.01,1.475,-0.296,-0.367,-0.393,-0.068,-1.005,0.308,1.044,-0.284,"W3","S10","C5"
"7089",7089,0.018,1.438,-0.178,-0.248,-0.165,-0.048,-1.168,0.308,1.153,-0.312,"W3","S10","C5"
"7090",7090,0.03,1.484,-0.178,-0.177,-0.034,-0.038,-1.103,0.221,1.066,-0.325,"W3","S11","C5"
"7091",7091,-0.032,-0.497,-0.296,0.908,1.73,-0.112,0.991,0.089,-0.677,-0.424,"W3","S11","C3"
"7092",7092,-0.13,-0.233,-0.059,0.585,-0.654,-0.131,1.024,0.484,-0.569,-0.504,"W3","S2","C3"
"7093",7093,-0.235,1.738,-1.124,1.08,1.174,-0.734,-0.187,0.44,0.543,-0.424,"W3","S2","C3"
"7094",7094,-0.235,-1.323,-1.834,1.156,0.766,-0.761,0.141,0.747,0.456,-0.352,"W3","S2","C3"
"7095",7095,-0.233,-1.014,-1.834,0.585,1.109,-0.922,0.206,0.747,0.434,-0.08,"W3","S2","C3"
"7096",7096,1.541,-1.16,-0.296,-0.882,-0.785,1.248,0.042,-0.481,-0.176,0.803,"W1","S35","C7"
"7097",7097,-0.027,-0.46,-0.532,0.461,0.946,-0.641,0.926,0.265,-0.503,-0.467,"W3","S33","C2"
"7098",7098,-0.147,-0.515,-0.059,-0.51,-0.018,-0.571,1.057,-0.13,-0.852,-0.321,"W3","S33","C2"
"7099",7099,0.102,-0.569,-0.296,-0.939,-0.703,-0.159,0.926,-0.042,-0.699,0.214,"W3","S17","C5"
"7100",7100,-0.008,-1.123,-0.532,-0.367,-0.622,-0.082,0.173,-0.218,-0.089,-0.245,"W3","S10","C5"
"7101",7101,0.03,1.456,-0.059,-0.125,-0.083,-0.028,-1.201,0.221,1.131,-0.336,"W3","S10","C5"
"7102",7102,0.045,1.475,-0.059,-0.053,0.015,-0.017,-1.201,0.221,1.131,-0.348,"W3","S11","C5"
"7103",7103,-0.214,-1.269,-0.059,-0.763,-0.654,0.133,-0.252,-0.612,-0.046,-0.47,"W3","S10","C2"
"7104",7104,0.033,0.13,0.059,0.799,2.089,-0.04,0.566,1.142,0.129,-0.255,"W3","S4","C2"
"7105",7105,0.002,-0.097,-0.532,0.775,1.877,-0.074,0.762,0.835,-0.089,-0.35,"W3","S4","C3"
"7106",7106,-0.317,0.148,-0.532,-1.081,-0.834,-0.351,0.468,1.186,0.303,-0.606,"W3","S2","C5"
"7107",7107,-0.228,-1.178,-1.597,0.965,1.223,-0.721,0.173,0.572,0.347,-0.386,"W3","S2","C3"
"7108",7108,-0.686,-0.36,-1.715,-1.081,-0.834,-1.262,0.337,0.791,0.325,-0.229,"W3","S10","C6"
"7109",7109,0.823,-0.86,0.296,-0.677,-0.883,-0.705,0.631,-1.007,-1.004,-0.214,"W1","S29","C1"
"7110",7110,0.112,-0.27,-0.178,-0.939,-0.785,-0.135,0.991,0.44,-0.525,0.223,"W3","S17","C5"
"7111",7111,0.018,-1.223,-0.414,-0.248,-0.491,-0.069,-0.023,-0.262,0.02,-0.249,"W3","S10","C5"
"7112",7112,0.006,0.067,-0.059,0.637,1.909,-0.026,0.664,1.054,0.02,-0.256,"W3","S4","C3"
"7113",7113,-0.216,-0.224,0.059,0.332,-0.899,-0.156,1.057,0.396,-0.656,-0.507,"W3","S4","C3"
"7114",7114,-0.331,0.203,-0.296,-1.081,-0.834,-0.338,0.402,1.273,0.368,-0.578,"W3","S4","C5"
"7115",7115,-0.448,-0.969,0.532,-0.491,-0.279,-0.951,0.402,-1.226,-0.961,0.041,"W3","S10","C6"
"7116",7116,-0.47,-1.024,0.414,-0.51,-0.426,-0.947,0.239,-1.183,-0.808,0.024,"W3","S10","C6"
"7117",7117,-0.487,-1.06,0.414,-0.51,-0.54,-0.957,0.141,-1.183,-0.743,0.006,"W3","S10","C6"
"7118",7118,1.587,-1.069,0.65,-0.677,-0.834,1.198,0.075,-1.446,-0.83,0.815,"W1","S37","C7"
"7119",7119,0.636,-0.715,-0.178,0.061,-1.128,-0.872,0.828,-0.349,-0.765,-0.407,"W1","S29","C1"
"7120",7120,0.593,1.674,-0.414,2.203,-2.843,-0.082,-0.677,0.045,0.673,0.334,"W3","S32","C2"
"7121",7121,0.109,-0.133,-0.414,-0.939,-0.769,-0.111,0.86,0.791,-0.22,0.231,"W3","S17","C5"
"7122",7122,0.095,1.629,0.414,0.137,0.26,0.013,-1.332,-0.437,0.848,-0.382,"W3","S11","C5"
"7123",7123,-0.116,0.321,1.36,0.004,0.652,0.115,-0.252,1.317,0.543,-0.078,"W3","S4","C2"
"7124",7124,-0.164,-0.315,0.769,0.347,0.832,-0.075,1.286,-0.218,-1.266,-0.434,"W3","S4","C3"
"7125",7125,-0.293,0.157,1.36,-0.367,-0.769,-0.232,0.37,0.966,-0.089,-0.527,"W3","S4","C3"
"7126",7126,-0.221,0.103,-0.414,0.685,1.272,-0.678,0.566,1.142,0.194,-0.343,"W3","S2","C3"
"7127",7127,-0.676,-1.123,-1.006,-0.882,-0.752,-1.222,0.206,0.177,0.107,-0.282,"W3","S10","C6"
"7128",7128,1.57,-0.996,0.177,-0.367,-0.671,1.198,0.337,-0.919,-0.699,0.73,"W1","S37","C7"
"7129",7129,1.534,-1.205,-1.242,-0.053,-0.622,1.221,0.141,0.308,0.238,0.65,"W1","S37","C7"
"7130",7130,0.538,-0.524,0.65,0.237,-1.373,-0.925,1.22,-0.656,-1.396,-0.496,"W1","S29","C1"
"7131",7131,0.739,1.438,-0.178,0.775,-1.846,0.205,-1.103,0.352,1.131,0.691,"W3","S32","C2"
"7132",7132,1.23,-0.606,-0.769,-0.177,-0.442,0.691,0.762,0.221,-0.372,0.05,"W3","S38","C7"
"7133",7133,0.208,-0.369,-1.124,-0.882,-0.72,-0.068,0.664,0.615,-0.046,0.359,"W3","S4","C2"
"7134",7134,0.109,-1.042,-1.242,-1.081,-0.834,-0.088,0.271,0.308,0.107,0.216,"W3","S17","C5"
"7135",7135,0.1,-0.905,-0.769,-1.081,-0.834,-0.09,0.468,0.002,-0.22,0.194,"W3","S17","C5"
"7136",7136,0.093,-0.851,-0.296,0.642,0.407,0.097,0.631,-0.393,-0.612,-0.482,"W3","S11","C5"
"7137",7137,-0.073,0.012,0.887,0.375,1.37,-0.019,0.795,0.747,-0.46,-0.321,"W3","S4","C3"
"7138",7138,-0.329,0.421,1.124,0.061,-1.275,-0.445,-0.514,1.449,0.913,-0.517,"W3","S4","C3"
"7139",7139,-0.506,-0.642,-1.006,-0.125,-0.507,-0.999,0.631,0.352,-0.133,-0.148,"W3","S10","C3"
"7140",7140,1.675,-0.451,-1.124,-1.081,-0.834,1.129,0.664,0.572,-0.089,0.91,"W1","S37","C7"
"7141",7141,1.622,0.702,1.715,0.746,1.975,1.207,-1.954,1.317,1.828,-0.805,"W1","S39","C1"
"7142",7142,1.934,-0.342,1.124,3.222,3.608,0.564,1.319,-0.525,-1.571,-0.275,"W1","S40","C1"
"7143",7143,0.933,-1.06,-0.532,1.346,0.113,-0.28,0.271,-0.262,-0.242,1.007,"W3","S32","C1"
"7144",7144,0.284,-0.151,-0.414,-0.796,-0.834,-0.005,0.86,0.747,-0.22,0.518,"W3","S4","C5"
"7145",7145,0.045,1.811,-0.178,0.194,-0.36,0.002,-0.547,-0.262,0.412,-0.329,"W3","S10","C5"
"7146",7146,0.05,1.602,-0.059,0.204,-0.295,0.011,-1.005,-0.042,0.87,-0.347,"W3","S10","C5"
"7147",7147,0.095,1.565,0.532,0.275,0.08,0.035,-1.594,-0.393,1.022,-0.397,"W3","S10","C5"
"7148",7148,0.133,1.729,-0.414,0.585,0.587,0.084,-0.547,0.002,0.586,-0.47,"W3","S11","C5"
"7149",7149,-0.331,-0.306,0.177,-0.053,-0.018,-0.151,1.122,0.221,-0.786,-0.451,"W3","S4","C3"
"7150",7150,-0.398,0.094,0.887,-0.567,-0.507,-0.225,0.599,0.966,-0.176,-0.48,"W3","S4","C3"
"7151",7151,1.67,-0.324,-1.834,-0.939,-0.85,1.12,0.271,0.791,0.368,0.852,"W1","S35","C7"
"7152",7152,1.67,-1.105,-1.006,-0.882,-0.801,1.127,0.206,0.221,0.107,0.824,"W1","S35","C7"
"7153",7153,1.338,-0.76,-0.059,-0.567,-0.458,-0.03,0.795,-0.525,-0.852,0.394,"W1","S38","C1"
"7154",7154,1.151,-0.342,0.059,-0.653,-0.916,-0.269,1.089,0.177,-0.765,0.164,"W1","S38","C1"
"7155",7155,0.876,1.783,-0.651,-0.763,-0.752,0.171,-0.383,0.089,0.499,1.053,"W3","S32","C1"
"7156",7156,1.05,-0.778,-0.651,1.932,1.011,-0.098,0.664,-0.042,-0.438,0.961,"W3","S32","C1"
"7157",7157,1.182,-0.687,-0.651,-0.763,-0.769,0.761,0.73,0.002,-0.46,0.141,"W3","S38","C7"
"7158",7158,0.14,-0.969,-0.651,-0.939,-0.899,-0.039,0.402,-0.174,-0.263,0.237,"W3","S17","C5"
"7159",7159,0.138,1.72,-0.059,0.513,0.342,0.074,-0.874,-0.305,0.608,-0.451,"W3","S11","C5"
"7160",7160,-0.434,0.593,0.177,-0.939,-0.899,-0.299,-0.579,1.536,1.218,-0.472,"W3","S4","C3"
"7161",7161,-0.336,0.566,0.059,0.347,0.178,-0.456,-0.481,1.536,1.153,-0.447,"W3","S4","C3"
"7162",7162,-0.278,0.539,-0.296,0.237,0.881,-0.606,-0.252,1.493,1,-0.292,"W3","S2","C3"
"7163",7163,-0.31,0.366,-0.414,0.408,0.668,-0.669,0.108,1.405,0.695,-0.176,"W3","S2","C3"
"7164",7164,-0.381,-0.833,-0.178,0.137,0.178,-0.863,0.664,-0.481,-0.699,-0.005,"W3","S2","C6"
"7165",7165,-0.401,-0.851,-0.178,0.094,0.048,-0.863,0.631,-0.437,-0.634,-0.023,"W3","S2","C6"
"7166",7166,-0.587,-0.751,-0.296,-0.177,-0.54,-1.049,0.762,-0.262,-0.634,-0.264,"W3","S10","C3"
"7167",7167,1.646,-0.869,0.296,-0.51,-0.948,1.127,0.631,-0.919,-0.961,0.739,"W1","S35","C7"
"7168",7168,0.947,-0.933,-0.651,1.375,0.211,-0.331,0.435,-0.13,-0.285,0.958,"W3","S32","C1"
"7169",7169,1.23,-0.624,-0.651,-0.567,-0.769,0.756,0.762,0.133,-0.416,0.127,"W3","S38","C7"
"7170",7170,0.682,-0.615,-0.178,-0.177,-0.36,0.452,0.959,-0.218,-0.808,1.399,"W3","S31","C2"
"7171",7171,0.145,-1.196,-0.296,-0.677,-0.671,-0.023,0.01,-0.393,-0.089,0.152,"W3","S17","C5"
"7172",7172,0.081,-1.387,-0.296,0.456,-0.181,0.045,-0.383,-0.305,0.281,-0.37,"W3","S10","C5"
"7173",7173,-0.331,-0.651,-0.296,0.461,0.521,-0.835,0.893,-0.174,-0.721,0.035,"W3","S2","C3"
"7174",7174,-0.458,-0.987,-0.414,0.204,-0.344,-0.888,0.37,-0.305,-0.329,-0.134,"W3","S2","C6"
"7175",7175,1.505,0.757,-0.414,0.237,1.174,1.266,-0.547,1.361,1.218,-0.897,"W1","S39","C1"
"7176",7176,1.057,-0.578,-0.887,-1.081,-0.834,-0.339,0.697,0.352,-0.22,0.042,"W1","S29","C1"
"7177",7177,0.528,-0.778,0.059,0.194,-0.148,-0.925,0.795,-0.656,-0.939,-0.598,"W1","S29","C1"
"7178",7178,0.916,1.747,-0.414,0.861,-0.001,-0.411,-0.579,-0.042,0.565,0.968,"W3","S31","C1"
"7179",7179,1.421,-0.678,-0.059,0.137,-0.458,0.702,0.893,-0.393,-0.852,0.084,"W3","S38","C7"
"7180",7180,0.193,-0.987,-1.242,-0.796,-0.899,0.021,0.304,0.352,0.107,0.31,"W3","S17","C5"
"7181",7181,0.152,-1.142,-0.296,-0.491,-0.622,-0.002,0.108,-0.437,-0.198,0.115,"W3","S31","C5"
"7182",7182,0.169,1.538,0.296,0.685,0.521,0.098,-1.43,-0.174,1.066,-0.462,"W3","S10","C5"
"7183",7183,0.179,-1.414,-0.532,0.832,0.652,0.125,-0.35,-0.13,0.347,-0.511,"W3","S11","C5"
"7184",7184,0.174,-1.069,-0.769,0.708,0.08,0.165,0.271,-0.042,-0.089,-0.568,"W3","S11","C5"
"7185",7185,-0.183,0.085,1.124,-0.125,0.619,0.117,0.599,0.835,-0.307,-0.098,"W3","S4","C3"
"7186",7186,-0.202,0.203,1.242,-0.225,0.489,0.097,0.239,1.098,0.085,-0.151,"W3","S4","C3"
"7187",7187,-0.329,-0.479,-0.296,-0.367,-0.295,-0.094,0.959,0.133,-0.612,-0.365,"W3","S4","C3"
"7188",7188,-0.353,-0.624,-0.414,-0.477,-0.165,-0.13,0.86,-0.042,-0.612,-0.381,"W3","S4","C3"
"7189",7189,-0.413,-0.615,1.005,-0.629,-0.573,-0.165,1.155,-1.183,-1.68,-0.395,"W3","S4","C3"
"7190",7190,-0.458,0.194,-1.124,-1.081,-0.834,-0.252,0.37,1.142,0.434,-0.416,"W3","S17","C5"
"7191",7191,-0.343,-0.142,-0.178,0.094,0.44,-0.621,0.926,0.703,-0.351,-0.151,"W3","S2","C3"
"7192",7192,-0.401,-0.824,-0.414,0.351,0.048,-0.823,0.631,-0.218,-0.525,-0.082,"W3","S2","C6"
"7193",7193,-0.504,-0.76,0.059,0.408,-0.654,-0.928,0.795,-0.569,-0.895,-0.238,"W3","S2","C3"
"7194",7194,-0.611,-1.296,-0.769,0.061,-0.36,-1.08,-0.056,0.045,0.216,-0.36,"W3","S10","C6"
"7195",7195,1.11,-0.697,-0.296,-1.081,-0.834,-0.247,0.828,-0.174,-0.656,0.131,"W1","S38","C1"
"7196",7196,0.48,1.02,2.661,1.061,4.326,-0.14,-3.851,0.089,2.46,0.076,"W3","S33","C2"
"7197",7197,1.309,-0.633,-0.532,-0.367,-0.654,0.772,0.828,0.045,-0.525,0.141,"W3","S38","C7"
"7198",7198,1.211,-0.851,-0.769,-0.939,-0.883,0.812,0.533,0.045,-0.263,0.197,"W3","S38","C7"
"7199",7199,0.169,1.584,-0.059,0.194,-0.393,0.021,-1.037,0.002,0.891,-0.064,"W3","S11","C2"
"7200",7200,0.124,-1.287,-0.178,0.685,0.015,0.081,-0.219,-0.437,0.063,-0.39,"W3","S10","C5"
"7201",7201,0.191,-1.296,-0.651,0.965,0.701,0.146,-0.088,-0.086,0.194,-0.534,"W3","S11","C5"
"7202",7202,0.188,-1.296,-0.887,1.027,0.717,0.155,-0.023,0.133,0.259,-0.549,"W3","S11","C5"
"7203",7203,0.176,-0.787,-1.124,0.642,0.097,0.185,0.5,0.308,-0.067,-0.592,"W3","S11","C5"
"7204",7204,-0.25,0.057,0.414,-0.491,0.244,0.032,0.697,0.966,-0.133,-0.277,"W3","S4","C3"
"7205",7205,-0.465,0.085,-1.006,-0.939,-0.883,-0.22,0.468,1.054,0.303,-0.386,"W3","S17","C5"
"7206",7206,-0.358,-0.197,0.059,-0.044,0.309,-0.605,1.024,0.484,-0.569,-0.13,"W3","S4","C3"
"7207",7207,-0.396,-0.86,-0.651,0.494,0.08,-0.804,0.566,-0.13,-0.372,-0.101,"W3","S2","C6"
"7208",7208,-0.527,-0.915,-0.296,0.389,-0.132,-0.954,0.5,-0.481,-0.547,-0.292,"W3","S2","C3"
"7209",7209,-0.597,-1.169,-0.532,0.194,-0.214,-1.06,0.075,-0.262,-0.046,-0.386,"W3","S10","C6"
"7210",7210,1.194,-0.724,0.414,-0.939,-0.965,-0.154,0.926,-0.919,-1.222,0.223,"W1","S38","C1"
"7211",7211,1.048,1.765,-0.532,2.451,0.652,-0.205,-0.448,0.045,0.521,0.844,"W3","S32","C1"
"7212",7212,1.304,-0.924,-0.532,-0.567,-0.687,0.799,0.468,-0.174,-0.351,0.174,"W3","S38","C7"
"7213",7213,1.232,-0.987,-0.414,-0.939,-0.752,0.827,0.37,-0.305,-0.329,0.214,"W3","S38","C7"
"7214",7214,1.22,-0.96,-0.532,-1.081,-0.834,0.834,0.435,-0.218,-0.329,0.223,"W3","S38","C7"
"7215",7215,1.184,-0.951,-0.414,-0.939,-0.85,0.854,0.435,-0.349,-0.416,0.252,"W3","S38","C7"
"7216",7216,0.148,1.547,0.414,0.908,0.211,0.117,-1.495,-0.262,1.066,-0.448,"W3","S10","C5"
"7217",7217,0.193,-1.06,-1.124,0.861,0.211,0.185,0.271,0.221,0.063,-0.587,"W3","S11","C5"
"7218",7218,0.179,-0.733,-1.006,0.589,0.113,0.205,0.566,0.308,-0.155,-0.616,"W3","S11","C5"
"7219",7219,-0.271,-1.205,0.296,-0.763,-0.54,0.314,-0.219,-1.095,-0.351,-0.539,"W3","S10","C2"
"7220",7220,-0.319,0.394,0.059,-0.939,-0.703,0.27,-0.056,1.493,0.782,-0.217,"W3","S4","C1"
"7221",7221,-0.322,-0.052,0.887,-0.653,-0.246,-0.012,0.959,0.572,-0.656,-0.285,"W3","S4","C3"
"7222",7222,-0.367,-0.397,0.414,-0.763,-0.263,-0.119,1.22,-0.174,-1.113,-0.336,"W3","S4","C3"
"7223",7223,-0.475,-1.133,-1.479,-1.081,-0.834,-0.221,0.206,0.484,0.259,-0.361,"W3","S17","C3"
"7224",7224,-0.453,0.394,0.059,-0.248,-0.312,-0.482,-0.056,1.493,0.782,-0.263,"W3","S4","C3"
"7225",7225,-0.384,0.539,0.414,-0.053,0.129,-0.618,-0.547,1.536,1.153,-0.075,"W3","S4","C3"
"7226",7226,-0.42,-1.087,-0.887,0.632,-0.083,-0.827,0.239,0.002,-0.024,-0.196,"W3","S2","C6"
"7227",7227,-0.532,-0.905,-0.178,0.456,-0.165,-0.957,0.533,-0.481,-0.569,-0.33,"W3","S2","C6"
"7228",7228,-0.583,-0.987,-0.414,0.237,0.293,-1.041,0.37,-0.349,-0.372,-0.41,"W3","S2","C6"
"7229",7229,0.485,-0.533,-0.769,-0.353,-0.442,-0.999,0.795,0.265,-0.372,-0.714,"W1","S29","C1"
"7230",7230,1.555,1.329,-1.361,0.708,-0.344,0.137,-0.219,0.791,0.761,-0.7,"W3","S38","C7"
"7231",7231,1.503,-0.633,-0.769,0.132,-0.377,0.712,0.762,0.177,-0.372,0.15,"W3","S38","C7"
"7232",7232,1.488,-0.651,-0.887,-0.053,-0.475,0.731,0.664,0.265,-0.242,0.157,"W3","S38","C7"
"7233",7233,1.302,-0.942,-0.296,-0.763,-0.703,0.826,0.468,-0.481,-0.525,0.207,"W3","S38","C7"
"7234",7234,0.169,1.529,0.414,1.042,0.325,0.138,-1.561,-0.262,1.109,-0.467,"W3","S10","C5"
"7235",7235,-0.298,0.039,1.242,-0.567,-0.165,0.174,0.73,0.703,-0.503,-0.054,"W3","S4","C3"
"7236",7236,-0.451,-0.715,-0.178,-1.081,-0.834,-0.139,0.828,-0.349,-0.786,-0.32,"W3","S17","C3"
"7237",7237,-0.384,0.321,1.124,-0.367,0.162,-0.509,-0.154,1.317,0.543,-0.148,"W3","S4","C3"
"7238",7238,-0.334,-0.088,-0.769,1.027,0.505,-0.743,0.697,0.879,0.02,-0.015,"W3","S2","C3"
"7239",7239,-0.358,-0.36,-1.124,0.861,0.342,-0.749,0.631,0.659,-0.002,-0.078,"W3","S2","C3"
"7240",7240,-0.413,-1.16,-1.242,0.775,-0.034,-0.808,0.173,0.308,0.194,-0.217,"W3","S2","C6"
"7241",7241,-0.523,-0.915,-0.178,0.589,-0.099,-0.941,0.533,-0.569,-0.634,-0.353,"W3","S2","C6"
"7242",7242,-0.537,-1.014,-0.532,0.546,-0.197,-0.957,0.337,-0.262,-0.285,-0.367,"W3","S2","C6"
"7243",7243,-0.616,-0.606,0.177,-0.072,0.064,-1.035,1.057,-0.481,-1.091,-0.457,"W3","S2","C3"
"7244",7244,1.862,-0.479,0.059,3.384,3.118,0.617,1.122,-0.13,-0.939,-0.381,"W1","S40","C1"
"7245",7245,1.192,-0.833,-0.059,-0.653,-1.161,-0.158,0.697,-0.569,-0.786,0.179,"W1","S38","C1"
"7246",7246,1.503,1.184,-1.361,-0.125,-0.622,-0.063,-0.219,0.922,0.804,-0.598,"W3","S38","C7"
"7247",7247,1.541,1.211,-1.124,0.332,-0.442,0.049,-0.416,0.879,0.935,-0.677,"W3","S38","C7"
"7248",7248,1.582,1.393,-1.124,1.156,-0.165,0.2,-0.383,0.703,0.848,-0.752,"W3","S38","C7"
"7249",7249,1.589,1.329,-1.006,1.284,-0.116,0.206,-0.481,0.747,0.935,-0.758,"W3","S38","C7"
"7250",7250,1.584,-1.042,-1.242,1.042,0.178,0.662,0.271,0.352,0.129,-0.015,"W3","S38","C7"
"7251",7251,1.582,-0.978,-1.361,0.908,0.162,0.67,0.304,0.44,0.151,0.002,"W3","S38","C7"
"7252",7252,1.575,-0.751,-1.006,0.775,0.113,0.678,0.566,0.308,-0.133,0.02,"W3","S38","C7"
"7253",7253,1.503,-0.669,-0.651,0.032,-0.377,0.732,0.762,0.045,-0.46,0.131,"W3","S38","C7"
"7254",7254,1.407,-0.633,0.059,-0.444,-0.752,0.792,0.959,-0.393,-0.939,0.196,"W3","S38","C7"
"7255",7255,1.314,-0.987,-0.178,-0.882,-0.818,0.848,0.37,-0.569,-0.481,0.234,"W3","S38","C7"
"7256",7256,1.271,-1.06,-0.178,-1.081,-0.834,0.865,0.239,-0.569,-0.394,0.256,"W3","S38","C7"
"7257",7257,-0.283,-0.088,0.769,-0.629,-0.409,0.217,1.024,0.484,-0.721,0.02,"W3","S4","C3"
"7258",7258,-0.343,0.076,0.769,-0.763,-0.475,0.19,0.664,0.922,-0.22,-0.048,"W3","S4","C3"
"7259",7259,-0.444,-0.905,-1.006,-1.081,-0.834,-0.124,0.435,0.177,-0.067,-0.293,"W3","S17","C3"
"7260",7260,-0.441,0.584,0.296,-0.629,-0.475,-0.293,-0.612,1.536,1.218,-0.305,"W3","S4","C3"
"7261",7261,-0.329,-0.279,0.059,0.389,0.766,-0.666,1.089,0.308,-0.699,0.093,"W3","S4","C3"
"7262",7262,-0.401,-0.115,-0.769,0.918,0.048,-0.757,0.73,0.835,-0.046,-0.177,"W3","S2","C3"
"7263",7263,-0.408,-0.015,-0.887,0.918,-0.001,-0.767,0.599,0.966,0.151,-0.197,"W3","S2","C6"
"7264",7264,-0.41,-0.933,-1.006,0.918,-0.018,-0.804,0.402,0.133,-0.111,-0.255,"W3","S2","C6"
"7265",7265,-0.422,-0.933,-0.769,0.918,-0.099,-0.823,0.435,-0.042,-0.242,-0.273,"W3","S2","C6"
"7266",7266,1.515,1.347,-1.006,0.147,-0.524,-0.016,-0.481,0.747,0.913,-0.654,"W3","S38","C7"
"7267",7267,1.527,1.257,-0.887,0.237,-0.491,0.007,-0.579,0.835,1.022,-0.67,"W3","S38","C7"
"7268",7268,1.601,-0.933,-1.006,1.137,0.293,0.675,0.402,0.177,-0.089,-0.054,"W3","S38","C7"
"7269",7269,1.551,-0.687,-1.124,0.323,-0.05,0.725,0.566,0.352,-0.133,0.054,"W3","S38","C7"
"7270",7270,1.505,-0.687,-0.532,-0.053,-0.36,0.752,0.762,0.002,-0.503,0.112,"W3","S38","C7"
"7271",7271,1.496,-0.715,-1.124,-0.168,-0.426,0.762,0.533,0.396,-0.067,0.131,"W3","S38","C7"
"7272",7272,1.488,-0.633,-0.887,-0.272,-0.475,0.772,0.697,0.221,-0.307,0.151,"W3","S38","C7"
"7273",7273,1.311,-0.887,-0.296,-1.081,-0.834,0.875,0.566,-0.393,-0.547,0.267,"W3","S38","C7"
"7274",7274,1.196,-0.942,-0.769,-0.477,-0.834,0.934,0.435,-0.042,-0.198,0.349,"W3","S31","C7"
"7275",7275,1.184,-0.933,-0.651,-0.367,-0.85,0.94,0.435,-0.086,-0.263,0.36,"W3","S31","C1"
"7276",7276,0.955,-1.178,-0.651,1.042,-0.181,0.875,0.075,-0.086,0.042,1.084,"W3","S32","C1"
