"Elevation","Aspect","Slope","Horizontal_Distance_To_Hydrology","Vertical_Distance_To_Hydrology","Horizontal_Distance_To_Roadways","Hillshade_9am","Hillshade_Noon","Hillshade_3pm","Horizontal_Distance_To_Fire_Points","Area_Of_Wilderness","Soil_Type","Cover_Type"
0.128,0.922,0.273,0.173,0.367,0.053,0.689,0.843,0.697,0.079,"W4","S10","C3"
0.622,0.964,0.136,0.215,0.245,0.072,0.803,0.89,0.634,0.114,"W2","S22","C1"
0.67,0.153,0.303,0.089,0.226,0.234,0.898,0.76,0.354,0.353,"W1","S29","C1"
0.555,0.447,0.167,0.283,0.344,0.607,0.909,0.957,0.559,0.244,"W1","S12","C2"
0.351,0.425,0.182,0.376,0.354,0.078,0.921,0.945,0.531,0.099,"W3","S2","C3"
0.442,0.139,0.227,0.328,0.217,0.219,0.89,0.815,0.441,0.287,"W1","S30","C2"
0.506,0.028,0.227,0.322,0.447,0.124,0.795,0.823,0.555,0.126,"W3","S31","C2"
0.533,0.194,0.227,0.156,0.291,0.481,0.925,0.823,0.398,0.659,"W1","S12","C2"
0.5,0.306,0.136,0.204,0.306,0.32,0.929,0.906,0.496,0.238,"W1","S12","C2"
0.526,0.65,0.182,0.021,0.229,0.391,0.783,0.988,0.74,0.142,"W3","S13","C2"
0.388,0.278,0.121,0.068,0.239,0.184,0.921,0.902,0.5,0.041,"W1","S9","C2"
0.596,0.586,0.273,0.328,0.307,0.816,0.799,1,0.713,0.257,"W1","S29","C2"
0.675,0.289,0.03,0.048,0.224,0.726,0.874,0.929,0.591,0.08,"W1","S22","C1"
0.381,0.528,0.076,0,0.224,0.181,0.866,0.961,0.626,0.039,"W1","S9","C2"
0.712,0.975,0.212,0.84,0.567,0.289,0.768,0.846,0.622,0.282,"W3","S38","C7"
0.529,0.869,0.242,0.107,0.269,0.266,0.685,0.89,0.752,0.323,"W3","S33","C2"
0.621,0.078,0.152,0.192,0.27,0.721,0.85,0.858,0.539,0.389,"W1","S22","C1"
0.674,0.103,0.182,0.357,0.314,0.319,0.862,0.843,0.504,0.08,"W3","S23","C1"
0.651,0.825,0.197,0.125,0.242,0.33,0.724,0.929,0.756,0.076,"W3","S23","C1"
0.566,0.617,0.197,0.581,0.346,0.839,0.799,0.992,0.72,0.831,"W1","S29","C2"
0.611,0.364,0.076,0.043,0.22,0.204,0.898,0.933,0.567,0.448,"W3","S23","C1"
0.805,0.894,0.197,0.357,0.404,0.166,0.732,0.89,0.709,0.21,"W2","S40","C7"
0.625,0.089,0.167,0.043,0.229,0.256,0.858,0.854,0.528,0.331,"W1","S29","C1"
0.715,0.397,0.182,0.328,0.351,0.214,0.937,0.933,0.5,0.163,"W2","S33","C1"
0.539,0.153,0.167,0.251,0.253,0.643,0.894,0.85,0.476,0.577,"W1","S29","C2"
0.605,0.239,0.061,0.061,0.224,0.111,0.886,0.917,0.567,0.202,"W1","S23","C1"
0.339,0.5,0.212,0.021,0.231,0.155,0.882,0.976,0.598,0.204,"W3","S4","C3"
0.712,0.936,0.106,0.426,0.324,0.468,0.803,0.906,0.65,0.609,"W1","S23","C1"
0.755,0.581,0.03,0.021,0.225,0.39,0.854,0.949,0.634,0.089,"W3","S38","C7"
0.486,0.267,0.424,0.193,0.395,0.138,0.988,0.736,0.173,0.152,"W3","S13","C5"
0.266,0.783,0.288,0.172,0.31,0.03,0.642,0.933,0.835,0.078,"W4","S10","C3"
0.478,0.239,0.197,0.228,0.307,0.251,0.937,0.858,0.425,0.101,"W3","S31","C5"
0.584,0.483,0.273,0.752,0.407,0.442,0.898,0.969,0.559,0.211,"W3","S33","C2"
0.713,0.814,0.091,0.077,0.235,0.779,0.799,0.941,0.689,0.108,"W1","S38","C1"
0.651,0.036,0.091,0.346,0.302,0.783,0.843,0.894,0.591,0.077,"W1","S29","C1"
0.483,0.875,0.258,0.043,0.249,0.588,0.681,0.882,0.748,0.716,"W1","S29","C2"
0.67,0.528,0.303,0.144,0.264,0.079,0.846,0.988,0.63,0.169,"W1","S22","C1"
0.712,0.819,0.242,0.413,0.349,0.103,0.677,0.921,0.791,0.034,"W2","S33","C1"
0.668,0.35,0.061,0,0.224,0.37,0.894,0.933,0.571,0.124,"W1","S23","C1"
0.64,0.386,0.061,0.107,0.229,0.587,0.894,0.937,0.575,0.242,"W1","S23","C1"
0.437,0.211,0.182,0.38,0.199,0.109,0.921,0.858,0.449,0.367,"W1","S29","C2"
0.803,0.258,0.242,0.626,0.456,0.346,0.961,0.839,0.37,0.167,"W1","S40","C1"
0.424,0.55,0.03,0.068,0.242,0.257,0.858,0.949,0.626,0.559,"W1","S12","C2"
0.5,0.183,0.091,0.322,0.301,0.296,0.894,0.894,0.531,0.229,"W1","S12","C2"
0.556,0.142,0.288,0.091,0.293,0.721,0.886,0.768,0.378,0.06,"W1","S30","C2"
0.289,0.764,0.303,0.213,0.243,0.144,0.642,0.945,0.846,0.004,"W4","S10","C6"
0.695,0.875,0.258,0.251,0.366,0.353,0.681,0.882,0.748,0.03,"W3","S33","C1"
0.522,0.05,0.227,0.305,0.301,0.358,0.815,0.811,0.524,0.289,"W1","S29","C2"
0.743,0.864,0.288,0.578,0.452,0.62,0.654,0.878,0.772,0.366,"W3","S38","C7"
0.405,0.189,0.227,0.313,0.385,0.161,0.921,0.827,0.409,0.19,"W1","S23","C2"
0.578,0.383,0.258,0.354,0.217,0.155,0.961,0.913,0.437,0.197,"W3","S32","C2"
0.547,0.081,0.152,0.305,0.251,0.291,0.854,0.862,0.539,0.134,"W3","S31","C1"
0.377,0.444,0.227,0.15,0.333,0.134,0.921,0.953,0.531,0.186,"W3","S4","C3"
0.572,0.181,0.076,0.193,0.2,0.17,0.886,0.906,0.551,0.099,"W3","S23","C1"
0.664,0.906,0.076,0.043,0.227,0.045,0.815,0.921,0.654,0.16,"W2","S23","C1"
0.594,0.625,0.121,0.644,0.432,0.795,0.823,0.976,0.693,0.761,"W1","S12","C2"
0.337,0.147,0.212,0.021,0.224,0.215,0.894,0.819,0.437,0.621,"W1","S16","C2"
0.634,0.4,0.455,0.408,0.287,0.138,0.969,0.862,0.307,0.329,"W1","S29","C1"
0.585,0.031,0.197,0.77,0.521,0.398,0.811,0.839,0.563,0.161,"W3","S34","C2"
0.498,0.242,0.212,0.086,0.251,0.389,0.945,0.846,0.402,0.362,"W1","S12","C2"
0.556,0.036,0.121,0.021,0.225,0.341,0.839,0.886,0.587,0.262,"W3","S20","C1"
0.655,0.433,0.288,0.387,0.339,0.047,0.937,0.937,0.476,0.272,"W3","S23","C2"
0.73,0.214,0.197,0.144,0.258,0.238,0.929,0.85,0.433,0.447,"W2","S22","C1"
0.626,0.592,0.242,0.215,0.287,0.814,0.803,0.996,0.713,0.277,"W1","S30","C2"
0.716,0.414,0.288,0.288,0.333,0.214,0.953,0.925,0.449,0.265,"W3","S33","C1"
0.562,0.85,0.197,0.152,0.244,0.347,0.724,0.913,0.74,0.049,"W1","S29","C1"
0.362,0.467,0.394,0.021,0.229,0.256,0.906,0.945,0.492,0.183,"W3","S4","C3"
0.525,0.15,0.03,0.168,0.224,0.575,0.866,0.921,0.591,0.802,"W1","S8","C2"
0.653,0.542,0.258,0.144,0.313,0.426,0.846,0.992,0.654,0.138,"W3","S33","C2"
0.4,0.661,0.424,0.091,0.243,0.213,0.618,0.984,0.862,0.17,"W3","S3","C3"
0.534,0.247,0.136,0.021,0.225,0.564,0.921,0.886,0.48,0.7,"W1","S20","C2"
0.442,0.222,0.318,0.15,0.34,0.031,0.957,0.783,0.303,0.247,"W1","S30","C5"
0.681,0.058,0.197,0.382,0.371,0.152,0.831,0.835,0.531,0.326,"W3","S22","C1"
0.533,0.35,0.167,0.048,0.236,0.164,0.941,0.917,0.484,0.055,"W3","S32","C2"
0.339,0.319,0.242,0.13,0.284,0.249,0.969,0.874,0.394,0.101,"W3","S4","C3"
0.4,0.983,0.106,0.122,0.229,0.081,0.823,0.898,0.618,0.2,"W1","S12","C2"
0.678,0.181,0.152,0,0.224,0.405,0.906,0.866,0.484,0.09,"W1","S23","C1"
0.406,0.444,0.197,0.068,0.24,0.228,0.917,0.953,0.539,0.125,"W1","S12","C2"
0.512,0.564,0.242,0.086,0.271,0.289,0.827,0.996,0.681,0.176,"W3","S13","C5"
0.074,0.756,0.303,0.021,0.235,0.033,0.642,0.953,0.85,0.062,"W4","S5","C3"
0.637,0.167,0.182,0.232,0.256,0.754,0.902,0.846,0.465,0.148,"W1","S29","C1"
0.544,0.033,0.227,0.125,0.253,0.203,0.799,0.815,0.547,0.089,"W3","S31","C2"
0.652,0.181,0.273,0.116,0.234,0.215,0.921,0.787,0.358,0.233,"W3","S31","C1"
0.565,0.239,0.197,0.384,0.152,0.124,0.937,0.858,0.425,0.205,"W1","S29","C2"
0.571,0.908,0.197,0.086,0.238,0.036,0.736,0.886,0.697,0.036,"W2","S22","C1"
0.612,0,0.045,0,0.224,0.376,0.846,0.921,0.614,0.074,"W3","S23","C1"
0.505,0.486,0.045,0.195,0.297,0.337,0.87,0.945,0.614,0.264,"W1","S12","C2"
0.696,0.189,0.258,0.077,0.271,0.203,0.925,0.799,0.366,0.384,"W1","S30","C1"
0.33,0.125,0.106,0.129,0.269,0.039,0.874,0.886,0.543,0.052,"W4","S6","C3"
0.459,0.222,0.106,0.173,0.216,0.149,0.906,0.898,0.516,0.351,"W1","S29","C2"
0.492,0.083,0.197,0.13,0.255,0.246,0.85,0.835,0.512,0.371,"W3","S26","C2"
0.643,0.2,0.091,0.021,0.22,0.256,0.894,0.898,0.535,0.049,"W1","S23","C1"
0.693,0.094,0.076,0.021,0.225,0.877,0.862,0.898,0.571,0.036,"W1","S23","C1"
0.622,0.717,0.106,0.061,0.23,0.773,0.803,0.961,0.705,0.413,"W1","S22","C2"
0.54,0.375,0.136,0.24,0.199,0.578,0.925,0.929,0.52,0.804,"W1","S29","C2"
0.57,0.044,0.258,0.231,0.403,0.168,0.799,0.795,0.52,0.481,"W3","S24","C1"
0.718,0.55,0.258,0,0.224,0.292,0.835,0.992,0.665,0.523,"W2","S32","C1"
0.54,0.972,0.758,0.136,0.315,0.417,0.323,0.413,0.492,0.358,"W1","S29","C2"
0.51,0.044,0.121,0.286,0.261,0.401,0.843,0.882,0.579,0.385,"W1","S12","C2"
0.458,0.047,0.076,0.366,0.226,0.279,0.85,0.902,0.594,0.308,"W1","S12","C2"
0.52,0.389,0.121,0.228,0.283,0.459,0.917,0.937,0.535,0.361,"W1","S12","C2"
0.678,0.556,0.091,0.279,0.309,0.123,0.858,0.965,0.642,0.068,"W3","S32","C1"
0.589,0.386,0.136,0.03,0.226,0.053,0.925,0.933,0.524,0.164,"W1","S23","C1"
0.398,0.167,0.136,0.319,0.293,0.128,0.898,0.87,0.496,0.359,"W1","S12","C2"
0.62,0.072,0.152,0.061,0.238,0.441,0.846,0.858,0.543,0.184,"W3","S23","C1"
0.684,0.214,0.136,0.125,0.225,0.644,0.913,0.882,0.492,0.306,"W1","S23","C1"
0.689,0.081,0.258,0.435,0.35,0.317,0.835,0.795,0.476,0.337,"W3","S24","C1"
0.616,0.15,0.182,0.177,0.288,0.413,0.894,0.843,0.465,0.791,"W1","S29","C1"
0.675,0.161,0.136,0.346,0.309,0.391,0.894,0.874,0.508,0.703,"W1","S29","C1"
0.372,0.183,0.273,0.453,0.226,0.128,0.925,0.791,0.358,0.144,"W3","S11","C3"
0.6,0.075,0.03,0,0.224,0.439,0.858,0.921,0.602,0.167,"W1","S23","C1"
0.663,0.308,0.53,0.091,0.283,0.418,1,0.705,0,0.465,"W1","S29","C1"
0.385,0.133,0.182,0.168,0.224,0.15,0.882,0.839,0.472,0.204,"W3","S11","C6"
0.476,0.392,0.197,0.156,0.248,0.327,0.941,0.929,0.488,0.315,"W1","S12","C2"
0.566,0.861,0.061,0.155,0.269,0.526,0.823,0.933,0.657,0.257,"W1","S29","C2"
0.485,0.572,0.515,0.231,0.182,0.32,0.697,0.969,0.709,0.237,"W3","S13","C2"
0.361,0.169,0.136,0.021,0.231,0.051,0.894,0.874,0.504,0.192,"W1","S12","C2"
0.71,0.281,0.242,0.061,0.244,0.472,0.965,0.85,0.374,0.414,"W3","S39","C7"
0.458,0.097,0.197,0.021,0.224,0.433,0.858,0.827,0.492,0.763,"W1","S12","C2"
0.463,0.044,0.091,0.221,0.271,0.296,0.846,0.894,0.587,0.346,"W1","S12","C2"
0.463,0.878,0.53,0.438,0.399,0.137,0.429,0.74,0.815,0.189,"W3","S28","C2"
0.566,0.517,0.106,0.413,0.314,0.251,0.87,0.965,0.622,0.288,"W3","S32","C2"
0.696,0.05,0.121,0.631,0.287,0.56,0.846,0.882,0.575,0.364,"W1","S23","C1"
0.548,0.817,0.091,0.221,0.258,0.274,0.803,0.941,0.685,0.283,"W3","S32","C2"
0.812,0.231,0.333,0.653,0.479,0.352,0.961,0.776,0.28,0.159,"W1","S40","C1"
0.631,0.311,0.333,0.03,0.238,0.178,0.988,0.831,0.299,0.315,"W1","S30","C1"
0.557,0.853,0.106,0.061,0.24,0.675,0.787,0.929,0.693,0.778,"W1","S12","C2"
0.67,0.3,0.045,0.262,0.244,0.756,0.886,0.929,0.575,0.326,"W1","S22","C1"
0.694,0.894,0.197,0.091,0.255,0.605,0.728,0.89,0.709,0.275,"W3","S22","C1"
0.496,0.322,0.197,0.152,0.262,0.173,0.953,0.894,0.441,0.26,"W1","S29","C2"
0.56,0.178,0.333,0.089,0.248,0.731,0.921,0.74,0.295,0.369,"W1","S29","C1"
0.509,0.142,0.197,0.224,0.262,0.558,0.89,0.831,0.461,0.831,"W1","S12","C2"
0.653,0.106,0.288,0.068,0.261,0.365,0.854,0.772,0.425,0.198,"W3","S24","C1"
0.556,0.017,0.288,0.24,0.304,0.051,0.764,0.791,0.555,0.085,"W3","S31","C2"
0.656,0.689,0.242,0,0.224,0.411,0.728,0.984,0.795,0.061,"W3","S32","C1"
0.708,0.75,0.152,0.59,0.437,0.2,0.76,0.961,0.748,0.379,"W3","S31","C1"
0.524,0.625,0.061,0.198,0.301,0.462,0.846,0.957,0.654,0.35,"W1","S12","C2"
0.608,0.283,0.439,0.125,0.291,0.385,0.996,0.74,0.161,0.177,"W3","S33","C1"
0.481,0.622,0.258,0.41,0.326,0.552,0.768,1,0.756,0.223,"W3","S13","C2"
0.741,0.167,0.212,0.064,0.212,0.635,0.906,0.827,0.429,0.574,"W3","S23","C7"
0.639,0.122,0.318,0.43,0.186,0.072,0.866,0.74,0.37,0.248,"W2","S33","C1"
0.459,0.375,0.121,0.301,0.287,0.295,0.917,0.933,0.535,0.194,"W1","S29","C2"
0.554,0.542,0.258,0.192,0.239,0.667,0.846,0.992,0.654,0.077,"W1","S30","C2"
0.567,0.939,0.121,0.356,0.339,0.445,0.795,0.898,0.65,0.201,"W1","S12","C2"
0.567,0.953,0.197,0,0.224,0.471,0.764,0.866,0.65,0.145,"W3","S22","C1"
0.339,0.142,0.106,0.144,0.22,0.081,0.882,0.886,0.539,0.143,"W1","S9","C2"
0.535,0.939,0.152,0.173,0.31,0.432,0.78,0.89,0.657,0.313,"W1","S29","C2"
0.957,0.997,0.242,0.739,0.645,0.699,0.768,0.827,0.594,0.431,"W3","S40","C7"
0.534,0.972,0.121,0.096,0.249,0.644,0.807,0.89,0.626,0.84,"W1","S12","C2"
0.715,0.775,0.136,0.15,0.27,0.498,0.768,0.953,0.732,0.247,"W3","S32","C1"
0.631,0.031,0.227,0.137,0.267,0.092,0.799,0.823,0.555,0.239,"W1","S22","C1"
0.314,0.625,0.045,0,0.224,0.131,0.846,0.953,0.65,0.175,"W3","S17","C6"
0.685,0.847,0.318,0.086,0.276,0.015,0.626,0.882,0.803,0.219,"W2","S23","C1"
0.676,0.039,0.212,0.513,0.473,0.62,0.811,0.827,0.551,0.313,"W1","S29","C1"
0.611,0.122,0.273,0.387,0.193,0.291,0.87,0.783,0.417,0.214,"W3","S31","C1"
0.62,0.825,0.167,0.096,0.208,0.537,0.748,0.933,0.732,0.267,"W1","S23","C1"
0.715,0.356,0.197,0.077,0.266,0.837,0.953,0.909,0.457,0.051,"W1","S22","C1"
0.533,0.189,0.212,0.137,0.265,0.052,0.917,0.835,0.425,0.042,"W3","S32","C2"
0.649,0.875,0.076,0.322,0.229,0.248,0.811,0.925,0.665,0.076,"W3","S23","C1"
0.293,0.128,0.318,0.061,0.226,0.119,0.87,0.748,0.374,0.187,"W3","S10","C6"
0.701,0.361,0.167,0.168,0.275,0.227,0.941,0.921,0.484,0.282,"W3","S32","C1"
0.616,0.908,0.212,0.24,0.265,0.127,0.728,0.878,0.697,0.216,"W3","S22","C1"
0.362,0.606,0.167,0.28,0.284,0.354,0.819,0.984,0.697,0.086,"W3","S2","C3"
0.708,0.119,0.121,0.352,0.322,0.171,0.874,0.874,0.535,0.086,"W2","S32","C1"
0.483,0.375,0.015,0.152,0.253,0.471,0.866,0.937,0.606,0.87,"W1","S12","C2"
0.35,0.911,0.288,0.043,0.236,0.126,0.669,0.843,0.717,0.06,"W1","S29","C2"
0.626,0.311,0.318,0.137,0.262,0.491,0.984,0.839,0.319,0.052,"W3","S33","C1"
0.606,0.378,0.197,0.283,0.315,0.753,0.945,0.925,0.48,0.467,"W1","S29","C2"
0.208,0.964,0.545,0.193,0.416,0.141,0.508,0.618,0.591,0.171,"W4","S10","C3"
0.457,0.828,0.136,0.213,0.273,0.202,0.764,0.933,0.72,0.327,"W1","S29","C2"
0.687,0.664,0.152,0.417,0.382,0.203,0.795,0.98,0.724,0.356,"W3","S31","C1"
0.557,0.289,0.136,0.193,0.245,0.455,0.929,0.902,0.488,0.893,"W1","S20","C2"
0.614,0.414,0.091,0.107,0.216,0.53,0.894,0.945,0.575,0.151,"W1","S29","C1"
0.449,0.925,0.152,0.061,0.227,0.289,0.78,0.898,0.665,0.098,"W3","S31","C5"
0.615,0.758,0.212,0.442,0.447,0.46,0.717,0.957,0.787,0.295,"W3","S31","C1"
0.751,0.222,0.288,0.408,0.328,0.242,0.949,0.795,0.331,0.243,"W1","S39","C7"
0.565,0.6,0.212,0.096,0.249,0.835,0.807,0.996,0.713,0.52,"W1","S30","C2"
0.45,0.086,0.197,0.172,0.222,0.192,0.85,0.835,0.508,0.179,"W1","S23","C2"
0.32,0.808,0.045,0.429,0.364,0.113,0.827,0.941,0.657,0.06,"W4","S6","C3"
0.55,0.589,0.061,0.228,0.279,0.762,0.85,0.961,0.65,0.504,"W1","S29","C2"
0.342,0.042,0.258,0.125,0.309,0.132,0.799,0.803,0.528,0.145,"W4","S6","C3"
0.7,0.233,0.152,0.068,0.224,0.383,0.921,0.882,0.476,0.232,"W3","S38","C7"
0.637,0.911,0.227,0.107,0.287,0.284,0.717,0.87,0.705,0.069,"W3","S23","C1"
0.374,0.536,0.061,0,0.224,0.06,0.862,0.957,0.63,0.187,"W1","S29","C2"
0.503,0.05,0.212,0.24,0.264,0.275,0.819,0.827,0.535,0.218,"W3","S31","C2"
0.641,0.981,0.227,0.38,0.304,0.146,0.76,0.839,0.618,0.214,"W3","S24","C1"
0.658,0.044,0.197,0.271,0.286,0.292,0.819,0.839,0.551,0.37,"W3","S24","C1"
0.323,0.161,0.106,0.183,0.234,0.15,0.89,0.886,0.524,0.584,"W1","S18","C2"
0.603,0.758,0.242,0.266,0.26,0.46,0.693,0.957,0.807,0.222,"W3","S24","C1"
0.686,0.125,0.03,0.215,0.349,0.376,0.866,0.921,0.591,0.177,"W3","S31","C1"
0.516,0.047,0.106,0.061,0.227,0.2,0.843,0.886,0.579,0.282,"W1","S29","C2"
0.266,0.678,0.439,0.155,0.302,0.038,0.594,0.976,0.886,0.096,"W4","S10","C3"
0.629,0,0.136,0.215,0.265,0.081,0.819,0.882,0.606,0.125,"W2","S22","C1"
0.575,0.869,0.303,0.107,0.279,0.192,0.642,0.87,0.772,0.294,"W3","S32","C2"
0.512,0.175,0.242,0.28,0.324,0.374,0.913,0.807,0.394,0.432,"W1","S29","C2"
0.658,0.142,0.242,0.144,0.273,0.151,0.89,0.807,0.425,0.699,"W2","S22","C1"
0.6,0.086,0.258,0.183,0.193,0.187,0.843,0.795,0.469,0.068,"W3","S24","C1"
0.555,0.394,0.167,0.107,0.244,0.635,0.929,0.937,0.516,0.745,"W1","S12","C2"
0.522,0.936,0.212,0,0.224,0.242,0.74,0.862,0.669,0.385,"W3","S33","C2"
0.744,0.942,0.167,0.137,0.229,0.712,0.776,0.886,0.654,0.473,"W3","S38","C7"
0.289,0.025,0.136,0,0.224,0.144,0.831,0.878,0.587,0.204,"W3","S20","C6"
0.778,0.022,0.288,0.322,0.484,0.615,0.764,0.78,0.543,0.528,"W3","S39","C7"
0.484,0.258,0.5,0.129,0.355,0.291,0.984,0.669,0.083,0.062,"W3","S13","C5"
0.466,0.736,0.121,0.021,0.227,0.297,0.783,0.961,0.724,0.276,"W3","S23","C5"
0.57,0.375,0.076,0.292,0.28,0.226,0.894,0.937,0.567,0.322,"W3","S23","C2"
0.55,0.719,0.333,0.107,0.318,0.866,0.634,0.969,0.866,0.679,"W1","S24","C2"
0.529,0.714,0.424,0.043,0.262,0.868,0.555,0.957,0.909,0.661,"W1","S24","C2"
0.767,0.369,0.121,0.096,0.216,0.61,0.917,0.929,0.531,0.599,"W3","S23","C7"
0.418,0.397,0.03,0.064,0.234,0.144,0.878,0.937,0.594,0.274,"W1","S29","C2"
0.606,0.592,0.152,0.495,0.27,0.876,0.835,0.98,0.681,0.439,"W1","S29","C2"
0.687,0.947,0.288,0.258,0.331,0.096,0.693,0.819,0.665,0.241,"W2","S22","C1"
0.673,0.497,0.197,0.021,0.23,0.395,0.886,0.972,0.598,0.351,"W1","S29","C7"
0.524,0.172,0.106,0.221,0.292,0.462,0.89,0.89,0.528,0.372,"W1","S12","C2"
0.599,0.128,0.333,0.203,0.242,0.68,0.866,0.728,0.35,0.436,"W1","S29","C1"
0.14,0.95,0.591,0.061,0.296,0.025,0.449,0.602,0.626,0.101,"W4","S10","C3"
0.563,0.375,0.045,0.313,0.249,0.698,0.882,0.937,0.587,0.765,"W1","S12","C2"
0.469,0.117,0.106,0.137,0.256,0.312,0.87,0.886,0.547,0.394,"W1","S12","C2"
0.421,0.103,0.394,0.107,0.322,0.179,0.823,0.681,0.339,0.099,"W3","S33","C6"
0.723,0.119,0.167,0.163,0.257,0.496,0.874,0.85,0.5,0.318,"W1","S38","C7"
0.215,0.083,0.591,0.048,0.282,0.207,0.701,0.508,0.228,0.158,"W4","S10","C3"
0.566,0.867,0.212,0.077,0.273,0.296,0.717,0.902,0.736,0.148,"W1","S29","C1"
0.611,0.522,0.106,0.317,0.31,0.322,0.87,0.969,0.626,0.208,"W3","S32","C2"
0.301,0.192,0.106,0.364,0.319,0.095,0.898,0.89,0.516,0.161,"W4","S6","C6"
0.648,0.044,0.212,0.432,0.26,0.301,0.819,0.831,0.543,0.459,"W3","S31","C1"
0.737,0.328,0.439,0.043,0.264,0.274,1,0.787,0.205,0.114,"W3","S40","C7"
0.533,0.331,0.242,0.183,0.245,0.108,0.969,0.882,0.398,0.336,"W3","S32","C2"
0.444,0.469,0.121,0.13,0.231,0.325,0.894,0.961,0.587,0.211,"W1","S12","C2"
0.638,0.225,0.091,0.183,0.267,0.658,0.898,0.906,0.535,0.262,"W1","S23","C1"
0.572,0.197,0.288,0.275,0.397,0.245,0.933,0.787,0.343,0.394,"W3","S24","C1"
0.499,0.836,0.182,0.137,0.19,0.207,0.728,0.921,0.744,0.201,"W3","S32","C5"
0.529,0.417,0.242,0.152,0.282,0.228,0.941,0.937,0.488,0.391,"W3","S32","C2"
0.594,0.828,0.076,0.204,0.306,0.352,0.815,0.937,0.669,0.138,"W1","S29","C1"
0.45,0.539,0.409,0,0.224,0.39,0.807,0.984,0.642,0.211,"W3","S13","C2"
0.683,0.519,0.091,0.107,0.239,0.84,0.87,0.961,0.622,0.139,"W1","S23","C1"
0.534,0.722,0.121,0.258,0.257,0.771,0.787,0.965,0.72,0.569,"W1","S29","C2"
0.547,0.286,0.061,0.221,0.276,0.658,0.894,0.921,0.555,0.391,"W1","S30","C2"
0.609,0.125,0,0.03,0.225,0.184,0.858,0.933,0.614,0.117,"W1","S22","C1"
0.567,0.433,0.197,0.096,0.255,0.709,0.921,0.949,0.531,0.104,"W1","S30","C2"
0.343,0.103,0.212,0.043,0.239,0.025,0.862,0.819,0.48,0.208,"W3","S10","C6"
0.579,0.625,0.121,0.432,0.362,0.265,0.823,0.976,0.693,0.32,"W3","S32","C2"
0.451,0.344,0.076,0,0.224,0.171,0.902,0.929,0.555,0.135,"W3","S11","C5"
0.617,0.306,0.409,0.441,0.425,0.177,1,0.78,0.205,0.305,"W3","S33","C1"
0.586,0.567,0.091,0.558,0.435,0.86,0.854,0.965,0.646,0.504,"W1","S29","C2"
0.693,0.314,0.258,0.305,0.479,0.514,0.972,0.866,0.374,0.302,"W3","S33","C1"
0.637,0.083,0.212,0.064,0.245,0.042,0.846,0.819,0.5,0.309,"W2","S23","C1"
0.822,0.292,0.303,0.077,0.212,0.25,0.98,0.835,0.323,0.246,"W2","S39","C7"
0.608,0.108,0.045,0.03,0.224,0.472,0.866,0.913,0.587,0.172,"W1","S29","C1"
0.647,0.711,0.212,0.593,0.283,0.861,0.732,0.976,0.787,0.176,"W1","S29","C2"
0.514,0.95,0.212,0.077,0.238,0.482,0.748,0.858,0.654,0.679,"W1","S29","C2"
0.718,0.375,0.061,0.136,0.26,0.265,0.894,0.937,0.571,0.43,"W1","S38","C7"
0.55,0.292,0.167,0.192,0.249,0.812,0.941,0.89,0.457,0.582,"W1","S29","C2"
0.572,0.211,0.03,0.304,0.309,0.607,0.874,0.925,0.591,0.265,"W1","S12","C2"
0.583,0.939,0.121,0.125,0.23,0.611,0.803,0.902,0.65,0.156,"W1","S29","C1"
0.328,0.439,0.348,0.185,0.297,0.295,0.937,0.933,0.457,0.023,"W3","S4","C3"
0.649,0.289,0.152,0.163,0.255,0.06,0.937,0.894,0.469,0.768,"W2","S23","C1"
0.735,0.917,0.5,0.198,0.327,0.381,0.496,0.713,0.724,0.359,"W1","S39","C1"
0.545,0.647,0.5,0.224,0.447,0.365,0.579,0.972,0.866,0.111,"W3","S13","C2"
0.627,0.111,0.182,0.279,0.24,0.534,0.87,0.839,0.492,0.513,"W1","S29","C1"
0.689,0.161,0.061,0.086,0.218,0.856,0.878,0.906,0.563,0.064,"W1","S23","C1"
0.642,0.15,0.212,0.41,0.284,0.769,0.898,0.819,0.437,0.211,"W1","S29","C1"
0.362,0.147,0.182,0.152,0.276,0.098,0.894,0.839,0.465,0.073,"W1","S12","C2"
0.572,0.264,0.258,0.193,0.185,0.078,0.965,0.835,0.35,0.142,"W1","S29","C1"
0.724,0.303,0.455,0.232,0.319,0.285,1,0.752,0.165,0.2,"W1","S39","C7"
0.729,0.042,0.182,0.021,0.226,0.523,0.823,0.846,0.559,0.32,"W1","S37","C7"
0.736,0.814,0.152,0.177,0.265,0.237,0.752,0.937,0.736,0.241,"W3","S32","C1"
0.702,0.272,0.136,0,0.224,0.18,0.925,0.898,0.488,0.159,"W3","S31","C1"
0.531,0.267,0.212,0.068,0.227,0.128,0.953,0.858,0.406,0.289,"W3","S32","C2"
0.65,0.464,0.136,0.122,0.239,0.319,0.894,0.961,0.587,0.11,"W1","S23","C1"
0.579,0.136,0.212,0.375,0.486,0.127,0.886,0.827,0.457,0.126,"W3","S33","C2"
0.455,0.064,0.076,0.211,0.218,0.266,0.854,0.898,0.583,0.323,"W1","S12","C2"
0.498,0.983,0.364,0.155,0.305,0.263,0.673,0.744,0.591,0.192,"W3","S33","C2"
0.478,0.333,0.121,0.221,0.251,0.266,0.921,0.921,0.52,0.401,"W1","S30","C2"
